,student_id,language,overall_score,exam_score,raw_sentence,error_type,error_length,correction_length,correct_error_index,correct_sentence,correct_trigram,correct_trigram_tags,correct_trigram_deps,correct_trigram_poss,correct_trigram_tag_0,correct_trigram_tag_1,correct_trigram_tag_2,correct_trigram_dep_0,correct_trigram_dep_1,correct_trigram_dep_2,incorrect_error_index,incorrect_sentence,incorrect_trigram,incorrect_trigram_tags,incorrect_trigram_deps,incorrect_trigram_poss,incorrect_trigram_tag_0,incorrect_trigram_tag_1,incorrect_trigram_tag_2,incorrect_trigram_dep_0,incorrect_trigram_dep_1,incorrect_trigram_dep_2,0_0_tag,0_1_tag,0_2_tag,1_0_tag,1_1_tag,1_2_tag,2_0_tag,2_1_tag,2_2_tag,0_0_dep,0_1_dep,0_2_dep,1_0_dep,1_1_dep,1_2_dep,2_0_dep,2_1_dep,2_2_dep
1509,TE58*0100*2001*01,Chinese,29.0,3.2,"When I was small, we lived in <NS type=""R"">country yard</NS><NS type=""RP""><i>,</i><c>.</c></NS> I <NS type=""TV""><i>remembered</i><c>remember</c></NS>, we used to have oil lamps which <NS type=""R"">used a cotton string dipping in the oil in the small bottle and made it burned the tip of the cotton string</NS> to give us light during the <NS type=""RN""><i><NS type=""RP""><i>night time</i><c>nighttime</c></NS></i><c>night</c></NS><NS type=""RP""><i>, it</i><c>. It</c></NS> <NS type=""RV""><i>was</i><c>gave</c></NS> very little light <NS type=""UT""><i>on</i></NS>, and <NS type=""M""><c>there were</c></NS> many things we couldn't do <NS type=""RT""><i>under</i><c>in</c></NS> the <NS type=""M""><c>light from the</c></NS> oil lamps because the light <NS type=""R"">range was very small</NS>. There was <NS type=""RY""><i>no</i><c>not</c></NS> any light outside our house, <NS type=""MC""><c>and</c></NS> no light on the road or field either. I was always very scared <NS type=""RY"">whenever</NS> or wherever <NS type=""M""><c>I was</c></NS><NS type=""RP""><i>.</i><c>,</c></NS> because most places<NS type=""R""><NS type=""UP""><i>. Covered</i><c> covered</c></NS> by dark, dark and dark</NS>. This <NS type=""DJ""><i>scaring</i><c>scary</c></NS> dark is still affecting my life now. I never <NS type=""TV""><i>stayed</i><c>stay</c></NS> out after dark today except <NS type=""R"">accompanying by</NS> my family.",R,4,1,76,"When I was small, we lived in country yard . I remember, we used to have oil lamps which used a cotton string dipping in the oil in the small bottle and made it burned the tip of the cotton string to give us light during the night. It gave very little light , and there were many things we couldn't do in the light from the oil lamps because the light | . There was not any light outside our house, and no light on the road or field either. I was always very scared whenever or wherever I was, because most places covered by dark, dark and dark . This scary dark is still affecting my life now. I never stay out after dark today except accompanying by my family. ","['.', 'There', 'was']",. EX VBD,punct expl ROOT,PUNCT PRON AUX,.,EX,VBD,punct,expl,ROOT,76,"When I was small, we lived in country yard . I remember, we used to have oil lamps which used a cotton string dipping in the oil in the small bottle and made it burned the tip of the cotton string to give us light during the night. It gave very little light , and there were many things we couldn't do in the light from the oil lamps because the light | range was very small. There was not any light outside our house, and no light on the road or field either. I was always very scared whenever or wherever I was, because most places covered by dark, dark and dark . This scary dark is still affecting my life now. I never stay out after dark today except accompanying by my family. ","['range', 'was', 'very']",NN VBD RB,nsubj advcl advmod,NOUN AUX ADV,NN,VBD,RB,nsubj,advcl,advmod,False,False,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False
1510,TE58*0100*2001*01,Chinese,29.0,3.2,"When I was small, we lived in <NS type=""R"">country yard</NS><NS type=""RP""><i>,</i><c>.</c></NS> I <NS type=""TV""><i>remembered</i><c>remember</c></NS>, we used to have oil lamps which <NS type=""R"">used a cotton string dipping in the oil in the small bottle and made it burned the tip of the cotton string</NS> to give us light during the <NS type=""RN""><i><NS type=""RP""><i>night time</i><c>nighttime</c></NS></i><c>night</c></NS><NS type=""RP""><i>, it</i><c>. It</c></NS> <NS type=""RV""><i>was</i><c>gave</c></NS> very little light <NS type=""UT""><i>on</i></NS>, and <NS type=""M""><c>there were</c></NS> many things we couldn't do <NS type=""RT""><i>under</i><c>in</c></NS> the <NS type=""M""><c>light from the</c></NS> oil lamps because the light <NS type=""R"">range was very small</NS>. There was <NS type=""RY""><i>no</i><c>not</c></NS> any light outside our house, <NS type=""MC""><c>and</c></NS> no light on the road or field either. I was always very scared <NS type=""RY"">whenever</NS> or wherever <NS type=""M""><c>I was</c></NS><NS type=""RP""><i>.</i><c>,</c></NS> because most places<NS type=""R""><NS type=""UP""><i>. Covered</i><c> covered</c></NS> by dark, dark and dark</NS>. This <NS type=""DJ""><i>scaring</i><c>scary</c></NS> dark is still affecting my life now. I never <NS type=""TV""><i>stayed</i><c>stay</c></NS> out after dark today except <NS type=""R"">accompanying by</NS> my family.",RY,1,1,105,"When I was small, we lived in country yard . I remember, we used to have oil lamps which used a cotton string dipping in the oil in the small bottle and made it burned the tip of the cotton string to give us light during the night. It gave very little light , and there were many things we couldn't do in the light from the oil lamps because the light range was very small . There was not any light outside our house, and no light on the road or field either. I was always very scared | or wherever I was, because most places covered by dark, dark and dark . This scary dark is still affecting my life now. I never stay out after dark today except accompanying by my family. ","['or', 'wherever', 'I']",CC WRB PRP,cc advmod nsubj,CCONJ ADV PRON,CC,WRB,PRP,cc,advmod,nsubj,105,"When I was small, we lived in country yard . I remember, we used to have oil lamps which used a cotton string dipping in the oil in the small bottle and made it burned the tip of the cotton string to give us light during the night. It gave very little light , and there were many things we couldn't do in the light from the oil lamps because the light range was very small . There was not any light outside our house, and no light on the road or field either. I was always very scared | whenever or wherever I was, because most places covered by dark, dark and dark . This scary dark is still affecting my life now. I never stay out after dark today except accompanying by my family. ","['whenever', 'or', 'wherever']",WRB CC WRB,advmod cc advmod,ADV CCONJ ADV,WRB,CC,WRB,advmod,cc,advmod,False,True,False,True,False,True,False,False,False,False,True,False,True,False,True,False,False,False
1511,TE58*0100*2001*01,Chinese,29.0,3.2,"When I was small, we lived in <NS type=""R"">country yard</NS><NS type=""RP""><i>,</i><c>.</c></NS> I <NS type=""TV""><i>remembered</i><c>remember</c></NS>, we used to have oil lamps which <NS type=""R"">used a cotton string dipping in the oil in the small bottle and made it burned the tip of the cotton string</NS> to give us light during the <NS type=""RN""><i><NS type=""RP""><i>night time</i><c>nighttime</c></NS></i><c>night</c></NS><NS type=""RP""><i>, it</i><c>. It</c></NS> <NS type=""RV""><i>was</i><c>gave</c></NS> very little light <NS type=""UT""><i>on</i></NS>, and <NS type=""M""><c>there were</c></NS> many things we couldn't do <NS type=""RT""><i>under</i><c>in</c></NS> the <NS type=""M""><c>light from the</c></NS> oil lamps because the light <NS type=""R"">range was very small</NS>. There was <NS type=""RY""><i>no</i><c>not</c></NS> any light outside our house, <NS type=""MC""><c>and</c></NS> no light on the road or field either. I was always very scared <NS type=""RY"">whenever</NS> or wherever <NS type=""M""><c>I was</c></NS><NS type=""RP""><i>.</i><c>,</c></NS> because most places<NS type=""R""><NS type=""UP""><i>. Covered</i><c> covered</c></NS> by dark, dark and dark</NS>. This <NS type=""DJ""><i>scaring</i><c>scary</c></NS> dark is still affecting my life now. I never <NS type=""TV""><i>stayed</i><c>stay</c></NS> out after dark today except <NS type=""R"">accompanying by</NS> my family.",R,2,1,140,"When I was small, we lived in country yard . I remember, we used to have oil lamps which used a cotton string dipping in the oil in the small bottle and made it burned the tip of the cotton string to give us light during the night. It gave very little light , and there were many things we couldn't do in the light from the oil lamps because the light range was very small . There was not any light outside our house, and no light on the road or field either. I was always very scared whenever or wherever I was, because most places covered by dark, dark and dark . This scary dark is still affecting my life now. I never stay out after dark today except | my family. ","['my', 'family', '.']",PRP$ NN .,poss pobj punct,DET NOUN PUNCT,PRP$,NN,.,poss,pobj,punct,140,"When I was small, we lived in country yard . I remember, we used to have oil lamps which used a cotton string dipping in the oil in the small bottle and made it burned the tip of the cotton string to give us light during the night. It gave very little light , and there were many things we couldn't do in the light from the oil lamps because the light range was very small . There was not any light outside our house, and no light on the road or field either. I was always very scared whenever or wherever I was, because most places covered by dark, dark and dark . This scary dark is still affecting my life now. I never stay out after dark today except | accompanying by my family. ","['accompanying', 'by', 'my']",VBG IN PRP$,pcomp prep poss,VERB ADP DET,VBG,IN,PRP$,pcomp,prep,poss,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1512,TE58*0100*2001*01,Chinese,29.0,3.2,"What a <NS type=""FJ""><i>biggest</i><c>big</c></NS> person <NS type=""U""><i>on the earth</i></NS><NS type=""W""><i>, who invented the light, Einstein was</i><c> Einstein was, who invented light</c></NS>. He created another <NS type=""RN""><i><NS type=""RP""><i>day time</i><c>daytime</c></NS></i><c>day</c></NS> after sunset<NS type=""RP""><i>, people</i><c>. People</c></NS> use it to do anything they want to do<NS type=""RP""><i>,</i><c>.</c></NS> We believe we can't live without light today, <NS type=""RY""><i>specially</i><c>especially</c></NS> in <NS type=""MD""><c>the</c></NS> city <NS type=""UN""><i>life</i></NS><NS type=""RP""><i>, we</i><c>. We</c></NS> have a long time to spend <NS type=""RT""><i>for</i><c>on</c></NS> <NS type=""RD""><i>the</i><c>our</c></NS> activities after <NS type=""MD""><c>the</c></NS> Sun <NS type=""TV""><i>going</i><c>goes</c></NS> to bed. <NS type=""UA""><i>Which we</i><c>We</c></NS> <NS type=""S""><i>definately</i><c>definitely</c></NS> need light to <NS type=""RV"">keep on</NS>. <NS type=""ID""><i>I dare to say</i><c>I dare say</c></NS>, without light, our life <NS type=""TV""><i>will</i><c>would</c></NS> go into a dark, dark hell.",RV,2,1,66,"What a big person Einstein was, who invented light. He created another day after sunset. People use it to do anything they want to do. We believe we can't live without light today, especially in the city . We have a long time to spend on our activities after the Sun goes to bed. We definitely need light to | . I dare say, without light, our life would go into a dark, dark hell. ","['.', 'I', 'dare']",. PRP VBP,punct nsubj ROOT,PUNCT PRON VERB,.,PRP,VBP,punct,nsubj,ROOT,66,"What a big person Einstein was, who invented light. He created another day after sunset. People use it to do anything they want to do. We believe we can't live without light today, especially in the city . We have a long time to spend on our activities after the Sun goes to bed. We definitely need light to | keep on. I dare say, without light, our life would go into a dark, dark hell. ","['keep', 'on', '.']",VB RP .,relcl prt punct,VERB ADP PUNCT,VB,RP,.,relcl,prt,punct,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False,False,False
1547,TE2*0100*2001*01,Chinese,27.0,3.3,"Firstly, I would like to tell you<NS type=""UP""><i>,</i></NS> that the group has been booked into <NS type=""MD""><c>the</c></NS> Palace Hotel, which <NS type=""TV""><i>locates</i><c>is located</c></NS> beside the congress house in the centre. You can make contact with Mrs Brackenbury <NS type=""R"">using the number</NS> 06 8793888. Secondly, the best way <NS type=""MV""><c>to get</c></NS> from the hotel to the conference is to take the bus, which <NS type=""TV""><i>is</i><c>has been</c></NS> specially organized by us. The bus leaves at 8:00 every morning and gets back to the hotel at 6 o'clock in the evening. <NS type=""SX""><i>Off</i><c>Of</c></NS> course there's also a <NS type=""W""><i>bus number 8</i><c>number 8 bus</c></NS><NS type=""MP""><c>,</c></NS> in front of the hotel<NS type=""M""><c>, which</c></NS> is also suitable, but it leaves only every half an hour.",R,3,1,37,"Firstly, I would like to tell you that the group has been booked into the Palace Hotel, which is located beside the congress house in the centre. You can make contact with Mrs Brackenbury | 06 8793888. Secondly, the best way to get from the hotel to the conference is to take the bus, which has been specially organized by us. The bus leaves at 8:00 every morning and gets back to the hotel at 6 o'clock in the evening. Of course there's also a number 8 bus, in front of the hotel, which is also suitable, but it leaves only every half an hour. ","['06', '8793888', '.']",CD CD .,nummod appos punct,NUM NUM PUNCT,CD,CD,.,nummod,appos,punct,37,"Firstly, I would like to tell you that the group has been booked into the Palace Hotel, which is located beside the congress house in the centre. You can make contact with Mrs Brackenbury | using the number 06 8793888. Secondly, the best way to get from the hotel to the conference is to take the bus, which has been specially organized by us. The bus leaves at 8:00 every morning and gets back to the hotel at 6 o'clock in the evening. Of course there's also a number 8 bus, in front of the hotel, which is also suitable, but it leaves only every half an hour. ","['using', 'the', 'number']",VBG DT NN,advcl det dobj,VERB DET NOUN,VBG,DT,NN,advcl,det,dobj,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False,False
1548,TE2*0100*2001*01,Chinese,27.0,3.3,"The end-of-conference party, which <NS type=""RV""><i>happens</i><c>will be</c></NS> in the evening on 20 June, is going to be held on the coast. Beside the barbecue, there <NS type=""TV""><i>are</i><c>will be</c></NS> some well-known student bands from our country <NS type=""FV""><i>are <NS type=""RV""><i>performing</i><c>playing</c></NS></i><c>playing</c></NS> music through the whole night. What's more is<NS type=""UP""><i>,</i></NS> that there's a Latin music band coming to make the party more colourful. It <NS type=""TV""><i>plays</i><c>will play</c></NS> from 10:00 to 11:00, <NS type=""R"">while the students can enjoy it with dancing</NS>. The main events of the party will <NS type=""RV""><i>end up</i><c>be</c></NS> at about 12:30 in the night. As you see, what to wear is just something casual.",R,8,1,77,"The end-of-conference party, which will be in the evening on 20 June, is going to be held on the coast. Beside the barbecue, there will be some well-known student bands from our country playing music through the whole night. What's more is that there's a Latin music band coming to make the party more colourful. It will play from 10:00 to 11:00, | . The main events of the party will be at about 12:30 in the night. As you see, what to wear is just something casual. ","['.', 'The', 'main']",. DT JJ,punct det amod,PUNCT DET ADJ,.,DT,JJ,punct,det,amod,77,"The end-of-conference party, which will be in the evening on 20 June, is going to be held on the coast. Beside the barbecue, there will be some well-known student bands from our country playing music through the whole night. What's more is that there's a Latin music band coming to make the party more colourful. It will play from 10:00 to 11:00, | while the students can enjoy it with dancing. The main events of the party will be at about 12:30 in the night. As you see, what to wear is just something casual. ","['while', 'the', 'students']",IN DT NNS,mark det nsubj,SCONJ DET NOUN,IN,DT,NNS,mark,det,nsubj,False,False,False,False,True,False,False,False,False,False,False,False,False,True,False,False,False,False
1549,TE2*0100*2001*01,Chinese,27.0,3.3,"Finally, <NS type=""RT""><i>in</i><c>on</c></NS> the last afternoon, we could visit the museums<NS type=""R""><i>,</i><c> and</c></NS> markets (we have a very interesting robot-market). Basically it's <NS type=""UD""><i>a</i></NS> free time for the students to look round <NS type=""RY"">here</NS> by themselves.",RY,1,1,36,"Finally, on the last afternoon, we could visit the museums and markets (we have a very interesting robot-market). Basically it's free time for the students to look round | by themselves. ","['by', 'themselves', '.']",IN PRP .,prep pobj punct,ADP PRON PUNCT,IN,PRP,.,prep,pobj,punct,36,"Finally, on the last afternoon, we could visit the museums and markets (we have a very interesting robot-market). Basically it's free time for the students to look round | here by themselves. ","['here', 'by', 'themselves']",RB IN PRP,advmod prep pobj,ADV ADP PRON,RB,IN,PRP,advmod,prep,pobj,False,True,False,False,False,True,False,False,False,False,True,False,False,False,True,False,False,False
1550,TE2*0100*2001*01,Chinese,27.0,3.3,"First of all, the efficiency of <NS type=""UD""><i>the</i></NS> society has been improved. When shopping, we don't need to wait <NS type=""MT""><c>for</c></NS> the <NS type=""S""><i>Kasse</i><c>cashier</c></NS> to <NS type=""R"">take every article's note</NS> by hand. When booking <NS type=""RD""><i><NS type=""FD""><i>a</i><c>an</c></NS></i><c>a</c></NS> <NS type=""RN""><i>airline</i><c>flight</c></NS>, we can <NS type=""CL""><i>just simply</i><c>just</c></NS> make a <NS type=""RN""><i>phone</i><c>phone call</c></NS> to any agency, and get it done in one minute. Secondly, instead of <NS type=""RV"">looking up</NS> tons of books to get the information <NS type=""RA""><i>what</i><c>that</c></NS> we need, we can very easily search <NS type=""MT""><c>for</c></NS> it <NS type=""RT""><i>from</i><c>on</c></NS> <NS type=""MD""><c>the</c></NS> <NS type=""RP""><i>internet</i><c>Internet</c></NS> or on the local network. It's <NS type=""UD""><i>a</i></NS> very often heard<NS type=""UP""><i>,</i></NS> that someone<NS type=""UP""><i>,</i></NS> who has a <NS type=""RJ""><i>special</i><c>rare</c></NS> illness<NS type=""UP""><i>,</i></NS> <NS type=""TV""><i><NS type=""RV""><i>gets</i><c>has</c></NS></i><c>has had</c></NS> <NS type=""MD""><c>an</c></NS> <NS type=""AGN""><i>operations</i><c>operation</c></NS> <NS type=""RT""><i>by</i><c>at</c></NS> a foreign <NS type=""AGN""><i>institutes</i><c>institute</c></NS><NS type=""UP""><i>,</i></NS> which he <NS type=""TV""><i>find</i><c>found</c></NS> via <NS type=""MD""><c>the</c></NS> <NS type=""RP""><i>internet</i><c>Internet</c></NS>. Moreover, with computer <NS type=""FN""><i>network</i><c>networks</c></NS>, it <NS type=""TV""><i>can be</i><c>is</c></NS> possible <NS type=""R""><i>that</i><c>for</c></NS> people <NS type=""FV""><i>work</i><c>to work</c></NS> from home, <NS type=""RV"">making</NS> projects, <NS type=""IV""><i>controling</i><c>controlling</c></NS> operations or <NS type=""RV"">having</NS> conferences. Lastly <NS type=""R"">the way of communications</NS> has <NS type=""TV""><i><NS type=""W""><i>been also</i><c>also been</c></NS> changed</i><c>also changed</c></NS>. Instead of <NS type=""UD""><i>the</i></NS> <NS type=""S""><i>tranditional</i><c>traditional</c></NS> <NS type=""IN""><i>telecommunication</i><c>telecommunications</c></NS>, we can talk <NS type=""MT""><c>by</c></NS>, <NS type=""RV""><i>mail</i><c>e-mail</c></NS> or even see each other with the help of <NS type=""MD""><c>a</c></NS> computer network.",R,4,1,25,"First of all, the efficiency of society has been improved. When shopping, we don't need to wait for the cashier to | by hand. When booking a flight, we can just make a phone call to any agency, and get it done in one minute. Secondly, instead of looking up tons of books to get the information that we need, we can very easily search for it on the Internet or on the local network. It's very often heard that someone who has a rare illness has had an operation at a foreign institute which he found via the Internet. Moreover, with computer networks, it is possible for people to work from home, making projects, controlling operations or having conferences. Lastly the way of communications has also changed. Instead of traditional telecommunications, we can talk by, e-mail or even see each other with the help of a computer network. ","['by', 'hand', '.']",IN NN .,prep pobj punct,ADP NOUN PUNCT,IN,NN,.,prep,pobj,punct,25,"First of all, the efficiency of society has been improved. When shopping, we don't need to wait for the cashier to | take every article's note by hand. When booking a flight, we can just make a phone call to any agency, and get it done in one minute. Secondly, instead of looking up tons of books to get the information that we need, we can very easily search for it on the Internet or on the local network. It's very often heard that someone who has a rare illness has had an operation at a foreign institute which he found via the Internet. Moreover, with computer networks, it is possible for people to work from home, making projects, controlling operations or having conferences. Lastly the way of communications has also changed. Instead of traditional telecommunications, we can talk by, e-mail or even see each other with the help of a computer network. ","['take', 'every', 'article']",VB DT NN,advcl det poss,VERB DET NOUN,VB,DT,NN,advcl,det,poss,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False,False,False,False
1551,TE2*0100*2001*01,Chinese,27.0,3.3,"First of all, the efficiency of <NS type=""UD""><i>the</i></NS> society has been improved. When shopping, we don't need to wait <NS type=""MT""><c>for</c></NS> the <NS type=""S""><i>Kasse</i><c>cashier</c></NS> to <NS type=""R"">take every article's note</NS> by hand. When booking <NS type=""RD""><i><NS type=""FD""><i>a</i><c>an</c></NS></i><c>a</c></NS> <NS type=""RN""><i>airline</i><c>flight</c></NS>, we can <NS type=""CL""><i>just simply</i><c>just</c></NS> make a <NS type=""RN""><i>phone</i><c>phone call</c></NS> to any agency, and get it done in one minute. Secondly, instead of <NS type=""RV"">looking up</NS> tons of books to get the information <NS type=""RA""><i>what</i><c>that</c></NS> we need, we can very easily search <NS type=""MT""><c>for</c></NS> it <NS type=""RT""><i>from</i><c>on</c></NS> <NS type=""MD""><c>the</c></NS> <NS type=""RP""><i>internet</i><c>Internet</c></NS> or on the local network. It's <NS type=""UD""><i>a</i></NS> very often heard<NS type=""UP""><i>,</i></NS> that someone<NS type=""UP""><i>,</i></NS> who has a <NS type=""RJ""><i>special</i><c>rare</c></NS> illness<NS type=""UP""><i>,</i></NS> <NS type=""TV""><i><NS type=""RV""><i>gets</i><c>has</c></NS></i><c>has had</c></NS> <NS type=""MD""><c>an</c></NS> <NS type=""AGN""><i>operations</i><c>operation</c></NS> <NS type=""RT""><i>by</i><c>at</c></NS> a foreign <NS type=""AGN""><i>institutes</i><c>institute</c></NS><NS type=""UP""><i>,</i></NS> which he <NS type=""TV""><i>find</i><c>found</c></NS> via <NS type=""MD""><c>the</c></NS> <NS type=""RP""><i>internet</i><c>Internet</c></NS>. Moreover, with computer <NS type=""FN""><i>network</i><c>networks</c></NS>, it <NS type=""TV""><i>can be</i><c>is</c></NS> possible <NS type=""R""><i>that</i><c>for</c></NS> people <NS type=""FV""><i>work</i><c>to work</c></NS> from home, <NS type=""RV"">making</NS> projects, <NS type=""IV""><i>controling</i><c>controlling</c></NS> operations or <NS type=""RV"">having</NS> conferences. Lastly <NS type=""R"">the way of communications</NS> has <NS type=""TV""><i><NS type=""W""><i>been also</i><c>also been</c></NS> changed</i><c>also changed</c></NS>. Instead of <NS type=""UD""><i>the</i></NS> <NS type=""S""><i>tranditional</i><c>traditional</c></NS> <NS type=""IN""><i>telecommunication</i><c>telecommunications</c></NS>, we can talk <NS type=""MT""><c>by</c></NS>, <NS type=""RV""><i>mail</i><c>e-mail</c></NS> or even see each other with the help of <NS type=""MD""><c>a</c></NS> computer network.",RV,2,1,61,"First of all, the efficiency of society has been improved. When shopping, we don't need to wait for the cashier to take every article's note by hand. When booking a flight, we can just make a phone call to any agency, and get it done in one minute. Secondly, instead of | tons of books to get the information that we need, we can very easily search for it on the Internet or on the local network. It's very often heard that someone who has a rare illness has had an operation at a foreign institute which he found via the Internet. Moreover, with computer networks, it is possible for people to work from home, making projects, controlling operations or having conferences. Lastly the way of communications has also changed. Instead of traditional telecommunications, we can talk by, e-mail or even see each other with the help of a computer network. ","['tons', 'of', 'books']",NNS IN NNS,pobj prep pobj,NOUN ADP NOUN,NNS,IN,NNS,pobj,prep,pobj,61,"First of all, the efficiency of society has been improved. When shopping, we don't need to wait for the cashier to take every article's note by hand. When booking a flight, we can just make a phone call to any agency, and get it done in one minute. Secondly, instead of | looking up tons of books to get the information that we need, we can very easily search for it on the Internet or on the local network. It's very often heard that someone who has a rare illness has had an operation at a foreign institute which he found via the Internet. Moreover, with computer networks, it is possible for people to work from home, making projects, controlling operations or having conferences. Lastly the way of communications has also changed. Instead of traditional telecommunications, we can talk by, e-mail or even see each other with the help of a computer network. ","['looking', 'up', 'tons']",VBG RP NNS,pcomp prt dobj,VERB ADP NOUN,VBG,RP,NNS,pcomp,prt,dobj,False,False,True,False,False,False,False,False,True,False,False,False,False,False,False,False,False,False
1552,TE2*0100*2001*01,Chinese,27.0,3.3,"First of all, the efficiency of <NS type=""UD""><i>the</i></NS> society has been improved. When shopping, we don't need to wait <NS type=""MT""><c>for</c></NS> the <NS type=""S""><i>Kasse</i><c>cashier</c></NS> to <NS type=""R"">take every article's note</NS> by hand. When booking <NS type=""RD""><i><NS type=""FD""><i>a</i><c>an</c></NS></i><c>a</c></NS> <NS type=""RN""><i>airline</i><c>flight</c></NS>, we can <NS type=""CL""><i>just simply</i><c>just</c></NS> make a <NS type=""RN""><i>phone</i><c>phone call</c></NS> to any agency, and get it done in one minute. Secondly, instead of <NS type=""RV"">looking up</NS> tons of books to get the information <NS type=""RA""><i>what</i><c>that</c></NS> we need, we can very easily search <NS type=""MT""><c>for</c></NS> it <NS type=""RT""><i>from</i><c>on</c></NS> <NS type=""MD""><c>the</c></NS> <NS type=""RP""><i>internet</i><c>Internet</c></NS> or on the local network. It's <NS type=""UD""><i>a</i></NS> very often heard<NS type=""UP""><i>,</i></NS> that someone<NS type=""UP""><i>,</i></NS> who has a <NS type=""RJ""><i>special</i><c>rare</c></NS> illness<NS type=""UP""><i>,</i></NS> <NS type=""TV""><i><NS type=""RV""><i>gets</i><c>has</c></NS></i><c>has had</c></NS> <NS type=""MD""><c>an</c></NS> <NS type=""AGN""><i>operations</i><c>operation</c></NS> <NS type=""RT""><i>by</i><c>at</c></NS> a foreign <NS type=""AGN""><i>institutes</i><c>institute</c></NS><NS type=""UP""><i>,</i></NS> which he <NS type=""TV""><i>find</i><c>found</c></NS> via <NS type=""MD""><c>the</c></NS> <NS type=""RP""><i>internet</i><c>Internet</c></NS>. Moreover, with computer <NS type=""FN""><i>network</i><c>networks</c></NS>, it <NS type=""TV""><i>can be</i><c>is</c></NS> possible <NS type=""R""><i>that</i><c>for</c></NS> people <NS type=""FV""><i>work</i><c>to work</c></NS> from home, <NS type=""RV"">making</NS> projects, <NS type=""IV""><i>controling</i><c>controlling</c></NS> operations or <NS type=""RV"">having</NS> conferences. Lastly <NS type=""R"">the way of communications</NS> has <NS type=""TV""><i><NS type=""W""><i>been also</i><c>also been</c></NS> changed</i><c>also changed</c></NS>. Instead of <NS type=""UD""><i>the</i></NS> <NS type=""S""><i>tranditional</i><c>traditional</c></NS> <NS type=""IN""><i>telecommunication</i><c>telecommunications</c></NS>, we can talk <NS type=""MT""><c>by</c></NS>, <NS type=""RV""><i>mail</i><c>e-mail</c></NS> or even see each other with the help of <NS type=""MD""><c>a</c></NS> computer network.",RV,1,1,133,"First of all, the efficiency of society has been improved. When shopping, we don't need to wait for the cashier to take every article's note by hand. When booking a flight, we can just make a phone call to any agency, and get it done in one minute. Secondly, instead of looking up tons of books to get the information that we need, we can very easily search for it on the Internet or on the local network. It's very often heard that someone who has a rare illness has had an operation at a foreign institute which he found via the Internet. Moreover, with computer networks, it is possible for people to work from home, | projects, controlling operations or having conferences. Lastly the way of communications has also changed. Instead of traditional telecommunications, we can talk by, e-mail or even see each other with the help of a computer network. ","['projects', ',', 'controlling']","NNS , VBG",conj punct conj,NOUN PUNCT VERB,NNS,",",VBG,conj,punct,conj,133,"First of all, the efficiency of society has been improved. When shopping, we don't need to wait for the cashier to take every article's note by hand. When booking a flight, we can just make a phone call to any agency, and get it done in one minute. Secondly, instead of looking up tons of books to get the information that we need, we can very easily search for it on the Internet or on the local network. It's very often heard that someone who has a rare illness has had an operation at a foreign institute which he found via the Internet. Moreover, with computer networks, it is possible for people to work from home, | making projects, controlling operations or having conferences. Lastly the way of communications has also changed. Instead of traditional telecommunications, we can talk by, e-mail or even see each other with the help of a computer network. ","['making', 'projects', ',']","VBG NNS ,",advcl dobj punct,VERB NOUN PUNCT,VBG,NNS,",",advcl,dobj,punct,False,True,False,False,False,True,True,False,False,False,False,False,False,False,True,False,False,False
