language,rule,category,subcategory,subsubcategory,error_count,file_count,tot_essays
Chinese,HAVE_A_BREAKFAST,Grammar,"extra article","extra article",0,0,1100
French,HAVE_A_BREAKFAST,Grammar,"extra article","extra article",1,1,1100
German,HAVE_A_BREAKFAST,Grammar,"extra article","extra article",0,0,1100
Hindi,HAVE_A_BREAKFAST,Grammar,"extra article","extra article",2,2,1100
Italian,HAVE_A_BREAKFAST,Grammar,"extra article","extra article",2,2,1100
Japanese,HAVE_A_BREAKFAST,Grammar,"extra article","extra article",0,0,1100
Korean,HAVE_A_BREAKFAST,Grammar,"extra article","extra article",1,1,1100
Spanish,HAVE_A_BREAKFAST,Grammar,"extra article","extra article",1,1,1100
Telugu,HAVE_A_BREAKFAST,Grammar,"extra article","extra article",0,0,1100
Turkish,HAVE_A_BREAKFAST,Grammar,"extra article","extra article",2,2,1100
Arabic,PASSED_PAST,"Commonly Confused Words",NULL,NULL,0,0,1100
Chinese,PASSED_PAST,"Commonly Confused Words",NULL,NULL,0,0,1100
French,PASSED_PAST,"Commonly Confused Words",NULL,NULL,0,0,1100
German,PASSED_PAST,"Commonly Confused Words",NULL,NULL,0,0,1100
Hindi,PASSED_PAST,"Commonly Confused Words",NULL,NULL,0,0,1100
Italian,PASSED_PAST,"Commonly Confused Words",NULL,NULL,0,0,1100
Japanese,PASSED_PAST,"Commonly Confused Words",NULL,NULL,0,0,1100
Korean,PASSED_PAST,"Commonly Confused Words",NULL,NULL,0,0,1100
Spanish,PASSED_PAST,"Commonly Confused Words",NULL,NULL,0,0,1100
Telugu,PASSED_PAST,"Commonly Confused Words",NULL,NULL,0,0,1100
Turkish,PASSED_PAST,"Commonly Confused Words",NULL,NULL,1,1,1100
Arabic,AND_END,Grammar,spelling,homophons,0,0,1100
Chinese,AND_END,Grammar,spelling,homophons,0,0,1100
French,AND_END,Grammar,spelling,homophons,2,2,1100
German,AND_END,Grammar,spelling,homophons,0,0,1100
Hindi,AND_END,Grammar,spelling,homophons,0,0,1100
Italian,AND_END,Grammar,spelling,homophons,5,5,1100
Japanese,AND_END,Grammar,spelling,homophons,0,0,1100
Korean,AND_END,Grammar,spelling,homophons,0,0,1100
Spanish,AND_END,Grammar,spelling,homophons,0,0,1100
Telugu,AND_END,Grammar,spelling,homophons,0,0,1100
Turkish,AND_END,Grammar,spelling,homophons,1,1,1100
Arabic,DEPRIVE_FROM_OF,Collocations,NULL,NULL,2,2,1100
Chinese,DEPRIVE_FROM_OF,Collocations,NULL,NULL,0,0,1100
French,DEPRIVE_FROM_OF,Collocations,NULL,NULL,2,2,1100
German,DEPRIVE_FROM_OF,Collocations,NULL,NULL,0,0,1100
Hindi,DEPRIVE_FROM_OF,Collocations,NULL,NULL,1,1,1100
Italian,DEPRIVE_FROM_OF,Collocations,NULL,NULL,0,0,1100
Japanese,DEPRIVE_FROM_OF,Collocations,NULL,NULL,0,0,1100
Korean,DEPRIVE_FROM_OF,Collocations,NULL,NULL,0,0,1100
Spanish,DEPRIVE_FROM_OF,Collocations,NULL,NULL,1,1,1100
Telugu,DEPRIVE_FROM_OF,Collocations,NULL,NULL,0,0,1100
Turkish,DEPRIVE_FROM_OF,Collocations,NULL,NULL,0,0,1100
Arabic,AM_I,Grammar,"missing Pronoun ","subject pronoun",4,3,1100
Chinese,AM_I,Grammar,"missing Pronoun ","subject pronoun",0,0,1100
French,AM_I,Grammar,"missing Pronoun ","subject pronoun",0,0,1100
German,AM_I,Grammar,"missing Pronoun ","subject pronoun",0,0,1100
Hindi,AM_I,Grammar,"missing Pronoun ","subject pronoun",1,1,1100
Italian,AM_I,Grammar,"missing Pronoun ","subject pronoun",0,0,1100
Japanese,AM_I,Grammar,"missing Pronoun ","subject pronoun",1,1,1100
Korean,AM_I,Grammar,"missing Pronoun ","subject pronoun",1,1,1100
Spanish,AM_I,Grammar,"missing Pronoun ","subject pronoun",0,0,1100
Telugu,AM_I,Grammar,"missing Pronoun ","subject pronoun",0,0,1100
Turkish,AM_I,Grammar,"missing Pronoun ","subject pronoun",0,0,1100
Arabic,DO_ARTS,Collocations,NULL,NULL,0,0,1100
Chinese,DO_ARTS,Collocations,NULL,NULL,0,0,1100
French,DO_ARTS,Collocations,NULL,NULL,0,0,1100
German,DO_ARTS,Collocations,NULL,NULL,0,0,1100
Hindi,DO_ARTS,Collocations,NULL,NULL,0,0,1100
Italian,DO_ARTS,Collocations,NULL,NULL,1,1,1100
Japanese,DO_ARTS,Collocations,NULL,NULL,2,1,1100
Korean,DO_ARTS,Collocations,NULL,NULL,0,0,1100
Spanish,DO_ARTS,Collocations,NULL,NULL,0,0,1100
Telugu,DO_ARTS,Collocations,NULL,NULL,0,0,1100
Turkish,DO_ARTS,Collocations,NULL,NULL,0,0,1100
Arabic,BELIEF_BELIEVE,"Commonly Confused Words",NULL,NULL,1,1,1100
Chinese,BELIEF_BELIEVE,"Commonly Confused Words",NULL,NULL,0,0,1100
French,BELIEF_BELIEVE,"Commonly Confused Words",NULL,NULL,0,0,1100
German,BELIEF_BELIEVE,"Commonly Confused Words",NULL,NULL,2,2,1100
Hindi,BELIEF_BELIEVE,"Commonly Confused Words",NULL,NULL,0,0,1100
Italian,BELIEF_BELIEVE,"Commonly Confused Words",NULL,NULL,0,0,1100
Japanese,BELIEF_BELIEVE,"Commonly Confused Words",NULL,NULL,0,0,1100
Korean,BELIEF_BELIEVE,"Commonly Confused Words",NULL,NULL,0,0,1100
Spanish,BELIEF_BELIEVE,"Commonly Confused Words",NULL,NULL,0,0,1100
Telugu,BELIEF_BELIEVE,"Commonly Confused Words",NULL,NULL,0,0,1100
Turkish,BELIEF_BELIEVE,"Commonly Confused Words",NULL,NULL,0,0,1100
Arabic,COME_IN_CAR,Collocations,NULL,NULL,0,0,1100
Chinese,COME_IN_CAR,Collocations,NULL,NULL,0,0,1100
French,COME_IN_CAR,Collocations,NULL,NULL,0,0,1100
German,COME_IN_CAR,Collocations,NULL,NULL,0,0,1100
Hindi,COME_IN_CAR,Collocations,NULL,NULL,0,0,1100
Italian,COME_IN_CAR,Collocations,NULL,NULL,0,0,1100
Japanese,COME_IN_CAR,Collocations,NULL,NULL,0,0,1100
Korean,COME_IN_CAR,Collocations,NULL,NULL,0,0,1100
Spanish,COME_IN_CAR,Collocations,NULL,NULL,2,2,1100
Telugu,COME_IN_CAR,Collocations,NULL,NULL,1,1,1100
Turkish,COME_IN_CAR,Collocations,NULL,NULL,0,0,1100
Arabic,WOMAN_WOMEN,Grammar,agreement,"nominal agreement (singular)",0,0,1100
Chinese,WOMAN_WOMEN,Grammar,agreement,"nominal agreement (singular)",0,0,1100
French,WOMAN_WOMEN,Grammar,agreement,"nominal agreement (singular)",0,0,1100
German,WOMAN_WOMEN,Grammar,agreement,"nominal agreement (singular)",0,0,1100
Hindi,WOMAN_WOMEN,Grammar,agreement,"nominal agreement (singular)",0,0,1100
Italian,WOMAN_WOMEN,Grammar,agreement,"nominal agreement (singular)",0,0,1100
Japanese,WOMAN_WOMEN,Grammar,agreement,"nominal agreement (singular)",0,0,1100
Korean,WOMAN_WOMEN,Grammar,agreement,"nominal agreement (singular)",0,0,1100
Spanish,WOMAN_WOMEN,Grammar,agreement,"nominal agreement (singular)",0,0,1100
Telugu,WOMAN_WOMEN,Grammar,agreement,"nominal agreement (singular)",1,1,1100
Turkish,WOMAN_WOMEN,Grammar,agreement,"nominal agreement (singular)",0,0,1100
Arabic,LESS_COMPARATIVE,Grammar,"adjectival inflection","wrong comparative inflection",0,0,1100
Chinese,LESS_COMPARATIVE,Grammar,"adjectival inflection","wrong comparative inflection",0,0,1100
French,LESS_COMPARATIVE,Grammar,"adjectival inflection","wrong comparative inflection",3,3,1100
German,LESS_COMPARATIVE,Grammar,"adjectival inflection","wrong comparative inflection",3,3,1100
Hindi,LESS_COMPARATIVE,Grammar,"adjectival inflection","wrong comparative inflection",0,0,1100
Italian,LESS_COMPARATIVE,Grammar,"adjectival inflection","wrong comparative inflection",2,2,1100
Japanese,LESS_COMPARATIVE,Grammar,"adjectival inflection","wrong comparative inflection",1,1,1100
Korean,LESS_COMPARATIVE,Grammar,"adjectival inflection","wrong comparative inflection",0,0,1100
Spanish,LESS_COMPARATIVE,Grammar,"adjectival inflection","wrong comparative inflection",0,0,1100
Telugu,LESS_COMPARATIVE,Grammar,"adjectival inflection","wrong comparative inflection",0,0,1100
Turkish,LESS_COMPARATIVE,Grammar,"adjectival inflection","wrong comparative inflection",1,1,1100
Arabic,EVERYONE_EVERY_ONE,"Commonly Confused Words",NULL,NULL,0,0,1100
Chinese,EVERYONE_EVERY_ONE,"Commonly Confused Words",NULL,NULL,1,1,1100
French,EVERYONE_EVERY_ONE,"Commonly Confused Words",NULL,NULL,0,0,1100
German,EVERYONE_EVERY_ONE,"Commonly Confused Words",NULL,NULL,0,0,1100
Hindi,EVERYONE_EVERY_ONE,"Commonly Confused Words",NULL,NULL,1,1,1100
Italian,EVERYONE_EVERY_ONE,"Commonly Confused Words",NULL,NULL,0,0,1100
Japanese,EVERYONE_EVERY_ONE,"Commonly Confused Words",NULL,NULL,0,0,1100
Korean,EVERYONE_EVERY_ONE,"Commonly Confused Words",NULL,NULL,0,0,1100
Spanish,EVERYONE_EVERY_ONE,"Commonly Confused Words",NULL,NULL,3,3,1100
Telugu,EVERYONE_EVERY_ONE,"Commonly Confused Words",NULL,NULL,1,1,1100
Turkish,EVERYONE_EVERY_ONE,"Commonly Confused Words",NULL,NULL,0,0,1100
Arabic,ON-GOING,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Chinese,ON-GOING,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
French,ON-GOING,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
German,ON-GOING,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Hindi,ON-GOING,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Italian,ON-GOING,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Japanese,ON-GOING,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Korean,ON-GOING,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Spanish,ON-GOING,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Telugu,ON-GOING,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Turkish,ON-GOING,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Arabic,FILL_OF_WITH,Collocations,NULL,NULL,0,0,1100
Chinese,FILL_OF_WITH,Collocations,NULL,NULL,1,1,1100
French,FILL_OF_WITH,Collocations,NULL,NULL,0,0,1100
German,FILL_OF_WITH,Collocations,NULL,NULL,0,0,1100
Hindi,FILL_OF_WITH,Collocations,NULL,NULL,0,0,1100
Italian,FILL_OF_WITH,Collocations,NULL,NULL,0,0,1100
Japanese,FILL_OF_WITH,Collocations,NULL,NULL,0,0,1100
Korean,FILL_OF_WITH,Collocations,NULL,NULL,0,0,1100
Spanish,FILL_OF_WITH,Collocations,NULL,NULL,0,0,1100
Telugu,FILL_OF_WITH,Collocations,NULL,NULL,2,2,1100
Turkish,FILL_OF_WITH,Collocations,NULL,NULL,1,1,1100
Arabic,YOURS_APOSTROPHE,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Chinese,YOURS_APOSTROPHE,Orthography,"Possiple Typo","Possiple Typo",2,2,1100
French,YOURS_APOSTROPHE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
German,YOURS_APOSTROPHE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Hindi,YOURS_APOSTROPHE,Orthography,"Possiple Typo","Possiple Typo",2,2,1100
Italian,YOURS_APOSTROPHE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Japanese,YOURS_APOSTROPHE,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Korean,YOURS_APOSTROPHE,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Spanish,YOURS_APOSTROPHE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Telugu,YOURS_APOSTROPHE,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Turkish,YOURS_APOSTROPHE,Orthography,"Possiple Typo","Possiple Typo",5,3,1100
Arabic,BE_IN_UNDER_PRESSURE,Collocations,NULL,NULL,2,1,1100
Chinese,BE_IN_UNDER_PRESSURE,Collocations,NULL,NULL,0,0,1100
French,BE_IN_UNDER_PRESSURE,Collocations,NULL,NULL,0,0,1100
German,BE_IN_UNDER_PRESSURE,Collocations,NULL,NULL,0,0,1100
Hindi,BE_IN_UNDER_PRESSURE,Collocations,NULL,NULL,0,0,1100
Italian,BE_IN_UNDER_PRESSURE,Collocations,NULL,NULL,0,0,1100
Japanese,BE_IN_UNDER_PRESSURE,Collocations,NULL,NULL,0,0,1100
Korean,BE_IN_UNDER_PRESSURE,Collocations,NULL,NULL,0,0,1100
Spanish,BE_IN_UNDER_PRESSURE,Collocations,NULL,NULL,0,0,1100
Telugu,BE_IN_UNDER_PRESSURE,Collocations,NULL,NULL,1,1,1100
Turkish,BE_IN_UNDER_PRESSURE,Collocations,NULL,NULL,0,0,1100
Arabic,SUPPOSE_TO,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Chinese,SUPPOSE_TO,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
French,SUPPOSE_TO,Orthography,"Possiple Typo","Possiple Typo",2,2,1100
German,SUPPOSE_TO,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Hindi,SUPPOSE_TO,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Italian,SUPPOSE_TO,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Japanese,SUPPOSE_TO,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Korean,SUPPOSE_TO,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Spanish,SUPPOSE_TO,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Telugu,SUPPOSE_TO,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Turkish,SUPPOSE_TO,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Arabic,HAPPEN_TO,Grammar,NULL,NULL,0,0,1100
Chinese,HAPPEN_TO,Grammar,NULL,NULL,0,0,1100
French,HAPPEN_TO,Grammar,NULL,NULL,0,0,1100
German,HAPPEN_TO,Grammar,NULL,NULL,0,0,1100
Hindi,HAPPEN_TO,Grammar,NULL,NULL,2,2,1100
Italian,HAPPEN_TO,Grammar,NULL,NULL,0,0,1100
Japanese,HAPPEN_TO,Grammar,NULL,NULL,0,0,1100
Korean,HAPPEN_TO,Grammar,NULL,NULL,0,0,1100
Spanish,HAPPEN_TO,Grammar,NULL,NULL,1,1,1100
Telugu,HAPPEN_TO,Grammar,NULL,NULL,0,0,1100
Turkish,HAPPEN_TO,Grammar,NULL,NULL,0,0,1100
Arabic,THE_SENT_END,Grammar,"missing noun ","missing noun ",1,1,1100
Chinese,THE_SENT_END,Grammar,"missing noun ","missing noun ",2,2,1100
French,THE_SENT_END,Grammar,"missing noun ","missing noun ",0,0,1100
German,THE_SENT_END,Grammar,"missing noun ","missing noun ",0,0,1100
Hindi,THE_SENT_END,Grammar,"missing noun ","missing noun ",0,0,1100
Italian,THE_SENT_END,Grammar,"missing noun ","missing noun ",0,0,1100
Japanese,THE_SENT_END,Grammar,"missing noun ","missing noun ",0,0,1100
Korean,THE_SENT_END,Grammar,"missing noun ","missing noun ",0,0,1100
Spanish,THE_SENT_END,Grammar,"missing noun ","missing noun ",1,1,1100
Telugu,THE_SENT_END,Grammar,"missing noun ","missing noun ",0,0,1100
Turkish,THE_SENT_END,Grammar,"missing noun ","missing noun ",2,2,1100
Arabic,FOR_SELL,"Commonly Confused Words",NULL,NULL,0,0,1100
Chinese,FOR_SELL,"Commonly Confused Words",NULL,NULL,0,0,1100
French,FOR_SELL,"Commonly Confused Words",NULL,NULL,0,0,1100
German,FOR_SELL,"Commonly Confused Words",NULL,NULL,0,0,1100
Hindi,FOR_SELL,"Commonly Confused Words",NULL,NULL,0,0,1100
Italian,FOR_SELL,"Commonly Confused Words",NULL,NULL,2,2,1100
Japanese,FOR_SELL,"Commonly Confused Words",NULL,NULL,0,0,1100
Korean,FOR_SELL,"Commonly Confused Words",NULL,NULL,0,0,1100
Spanish,FOR_SELL,"Commonly Confused Words",NULL,NULL,1,1,1100
Telugu,FOR_SELL,"Commonly Confused Words",NULL,NULL,0,0,1100
Turkish,FOR_SELL,"Commonly Confused Words",NULL,NULL,1,1,1100
Arabic,BREATHE_BREATH,"Commonly Confused Words",NULL,NULL,0,0,1100
Chinese,BREATHE_BREATH,"Commonly Confused Words",NULL,NULL,3,3,1100
French,BREATHE_BREATH,"Commonly Confused Words",NULL,NULL,1,1,1100
German,BREATHE_BREATH,"Commonly Confused Words",NULL,NULL,0,0,1100
Hindi,BREATHE_BREATH,"Commonly Confused Words",NULL,NULL,0,0,1100
Italian,BREATHE_BREATH,"Commonly Confused Words",NULL,NULL,2,2,1100
Japanese,BREATHE_BREATH,"Commonly Confused Words",NULL,NULL,0,0,1100
Korean,BREATHE_BREATH,"Commonly Confused Words",NULL,NULL,4,4,1100
Spanish,BREATHE_BREATH,"Commonly Confused Words",NULL,NULL,3,3,1100
Telugu,BREATHE_BREATH,"Commonly Confused Words",NULL,NULL,0,0,1100
Turkish,BREATHE_BREATH,"Commonly Confused Words",NULL,NULL,1,1,1100
Arabic,CONFUSION_OF_RIDE_RID,"Commonly Confused Words",NULL,NULL,0,0,1100
Chinese,CONFUSION_OF_RIDE_RID,"Commonly Confused Words",NULL,NULL,0,0,1100
French,CONFUSION_OF_RIDE_RID,"Commonly Confused Words",NULL,NULL,2,2,1100
German,CONFUSION_OF_RIDE_RID,"Commonly Confused Words",NULL,NULL,0,0,1100
Hindi,CONFUSION_OF_RIDE_RID,"Commonly Confused Words",NULL,NULL,0,0,1100
Italian,CONFUSION_OF_RIDE_RID,"Commonly Confused Words",NULL,NULL,0,0,1100
Japanese,CONFUSION_OF_RIDE_RID,"Commonly Confused Words",NULL,NULL,0,0,1100
Korean,CONFUSION_OF_RIDE_RID,"Commonly Confused Words",NULL,NULL,0,0,1100
Spanish,CONFUSION_OF_RIDE_RID,"Commonly Confused Words",NULL,NULL,2,2,1100
Telugu,CONFUSION_OF_RIDE_RID,"Commonly Confused Words",NULL,NULL,0,0,1100
Turkish,CONFUSION_OF_RIDE_RID,"Commonly Confused Words",NULL,NULL,0,0,1100
Arabic,ONE_ORE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Chinese,ONE_ORE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
French,ONE_ORE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
German,ONE_ORE,Orthography,"Possiple Typo","Possiple Typo",2,2,1100
Hindi,ONE_ORE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Italian,ONE_ORE,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Japanese,ONE_ORE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Korean,ONE_ORE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Spanish,ONE_ORE,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Telugu,ONE_ORE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Turkish,ONE_ORE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Arabic,MOST_EVERYONE,Style,Stylistic,Stylistic,0,0,1100
Chinese,MOST_EVERYONE,Style,Stylistic,Stylistic,0,0,1100
French,MOST_EVERYONE,Style,Stylistic,Stylistic,0,0,1100
German,MOST_EVERYONE,Style,Stylistic,Stylistic,0,0,1100
Hindi,MOST_EVERYONE,Style,Stylistic,Stylistic,0,0,1100
Italian,MOST_EVERYONE,Style,Stylistic,Stylistic,0,0,1100
Japanese,MOST_EVERYONE,Style,Stylistic,Stylistic,0,0,1100
Korean,MOST_EVERYONE,Style,Stylistic,Stylistic,0,0,1100
Spanish,MOST_EVERYONE,Style,Stylistic,Stylistic,1,1,1100
Telugu,MOST_EVERYONE,Style,Stylistic,Stylistic,1,1,1100
Turkish,MOST_EVERYONE,Style,Stylistic,Stylistic,1,1,1100
Arabic,IN_PRINCIPAL,"Commonly Confused Words",NULL,NULL,0,0,1100
Chinese,IN_PRINCIPAL,"Commonly Confused Words",NULL,NULL,0,0,1100
French,IN_PRINCIPAL,"Commonly Confused Words",NULL,NULL,0,0,1100
German,IN_PRINCIPAL,"Commonly Confused Words",NULL,NULL,0,0,1100
Hindi,IN_PRINCIPAL,"Commonly Confused Words",NULL,NULL,1,1,1100
Italian,IN_PRINCIPAL,"Commonly Confused Words",NULL,NULL,1,1,1100
Japanese,IN_PRINCIPAL,"Commonly Confused Words",NULL,NULL,0,0,1100
Korean,IN_PRINCIPAL,"Commonly Confused Words",NULL,NULL,0,0,1100
Spanish,IN_PRINCIPAL,"Commonly Confused Words",NULL,NULL,0,0,1100
Telugu,IN_PRINCIPAL,"Commonly Confused Words",NULL,NULL,0,0,1100
Turkish,IN_PRINCIPAL,"Commonly Confused Words",NULL,NULL,0,0,1100
Arabic,BASIC_FUNDAMENTALS,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Chinese,BASIC_FUNDAMENTALS,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
French,BASIC_FUNDAMENTALS,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
German,BASIC_FUNDAMENTALS,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Hindi,BASIC_FUNDAMENTALS,Style,"Redundant Phrases","Redundant Phrases",4,4,1100
Italian,BASIC_FUNDAMENTALS,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Japanese,BASIC_FUNDAMENTALS,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Korean,BASIC_FUNDAMENTALS,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Spanish,BASIC_FUNDAMENTALS,Style,"Redundant Phrases","Redundant Phrases",1,1,1100
Telugu,BASIC_FUNDAMENTALS,Style,"Redundant Phrases","Redundant Phrases",2,2,1100
Turkish,BASIC_FUNDAMENTALS,Style,"Redundant Phrases","Redundant Phrases",0,0,1100
Arabic,WEB_SITE,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Chinese,WEB_SITE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
French,WEB_SITE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
German,WEB_SITE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Hindi,WEB_SITE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Italian,WEB_SITE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Japanese,WEB_SITE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Korean,WEB_SITE,Orthography,"Possiple Typo","Possiple Typo",4,3,1100
Spanish,WEB_SITE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Telugu,WEB_SITE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Turkish,WEB_SITE,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Arabic,STATE_OF_THE_ART,Orthography,Punctuation,Punctuation,0,0,1100
Chinese,STATE_OF_THE_ART,Orthography,Punctuation,Punctuation,1,1,1100
French,STATE_OF_THE_ART,Orthography,Punctuation,Punctuation,1,1,1100
German,STATE_OF_THE_ART,Orthography,Punctuation,Punctuation,1,1,1100
Hindi,STATE_OF_THE_ART,Orthography,Punctuation,Punctuation,0,0,1100
Italian,STATE_OF_THE_ART,Orthography,Punctuation,Punctuation,0,0,1100
Japanese,STATE_OF_THE_ART,Orthography,Punctuation,Punctuation,0,0,1100
Korean,STATE_OF_THE_ART,Orthography,Punctuation,Punctuation,0,0,1100
Spanish,STATE_OF_THE_ART,Orthography,Punctuation,Punctuation,0,0,1100
Telugu,STATE_OF_THE_ART,Orthography,Punctuation,Punctuation,0,0,1100
Turkish,STATE_OF_THE_ART,Orthography,Punctuation,Punctuation,0,0,1100
Arabic,DID_PAST,Grammar,"verbal inflection","base form w/ auxiliary",0,0,1100
Chinese,DID_PAST,Grammar,"verbal inflection","base form w/ auxiliary",1,1,1100
French,DID_PAST,Grammar,"verbal inflection","base form w/ auxiliary",0,0,1100
German,DID_PAST,Grammar,"verbal inflection","base form w/ auxiliary",0,0,1100
Hindi,DID_PAST,Grammar,"verbal inflection","base form w/ auxiliary",0,0,1100
Italian,DID_PAST,Grammar,"verbal inflection","base form w/ auxiliary",0,0,1100
Japanese,DID_PAST,Grammar,"verbal inflection","base form w/ auxiliary",1,1,1100
Korean,DID_PAST,Grammar,"verbal inflection","base form w/ auxiliary",1,1,1100
Spanish,DID_PAST,Grammar,"verbal inflection","base form w/ auxiliary",0,0,1100
Telugu,DID_PAST,Grammar,"verbal inflection","base form w/ auxiliary",0,0,1100
Turkish,DID_PAST,Grammar,"verbal inflection","base form w/ auxiliary",0,0,1100
Arabic,AFFORD_VB,Grammar,"verbal inflection","missing 'to'",1,1,1100
Chinese,AFFORD_VB,Grammar,"verbal inflection","missing 'to'",7,6,1100
French,AFFORD_VB,Grammar,"verbal inflection","missing 'to'",4,3,1100
German,AFFORD_VB,Grammar,"verbal inflection","missing 'to'",3,3,1100
Hindi,AFFORD_VB,Grammar,"verbal inflection","missing 'to'",1,1,1100
Italian,AFFORD_VB,Grammar,"verbal inflection","missing 'to'",1,1,1100
Japanese,AFFORD_VB,Grammar,"verbal inflection","missing 'to'",3,3,1100
Korean,AFFORD_VB,Grammar,"verbal inflection","missing 'to'",0,0,1100
Spanish,AFFORD_VB,Grammar,"verbal inflection","missing 'to'",0,0,1100
Telugu,AFFORD_VB,Grammar,"verbal inflection","missing 'to'",1,1,1100
Turkish,AFFORD_VB,Grammar,"verbal inflection","missing 'to'",3,3,1100
Arabic,TURNED_OFF,"Commonly Confused Words",NULL,NULL,0,0,1100
Chinese,TURNED_OFF,"Commonly Confused Words",NULL,NULL,0,0,1100
French,TURNED_OFF,"Commonly Confused Words",NULL,NULL,0,0,1100
German,TURNED_OFF,"Commonly Confused Words",NULL,NULL,1,1,1100
Hindi,TURNED_OFF,"Commonly Confused Words",NULL,NULL,0,0,1100
Italian,TURNED_OFF,"Commonly Confused Words",NULL,NULL,1,1,1100
Japanese,TURNED_OFF,"Commonly Confused Words",NULL,NULL,0,0,1100
Korean,TURNED_OFF,"Commonly Confused Words",NULL,NULL,0,0,1100
Spanish,TURNED_OFF,"Commonly Confused Words",NULL,NULL,0,0,1100
Telugu,TURNED_OFF,"Commonly Confused Words",NULL,NULL,0,0,1100
Turkish,TURNED_OFF,"Commonly Confused Words",NULL,NULL,0,0,1100
Arabic,ITS_JJS_NN,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Chinese,ITS_JJS_NN,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
French,ITS_JJS_NN,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
German,ITS_JJS_NN,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Hindi,ITS_JJS_NN,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Italian,ITS_JJS_NN,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Japanese,ITS_JJS_NN,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Korean,ITS_JJS_NN,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Spanish,ITS_JJS_NN,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Telugu,ITS_JJS_NN,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Turkish,ITS_JJS_NN,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
Arabic,VARY_VERY,Orthography,"Possiple Typo","Possiple Typo",1,1,1100
Chinese,VARY_VERY,Orthography,"Possiple Typo","Possiple Typo",0,0,1100
